number,final record date
53996,2024-09-19 17:00:00+08:00
53997,2024-09-19 17:00:00+08:00
53998,2024-09-19 17:00:00+08:00
54012,2024-09-19 15:00:00+08:00
54024,2024-09-19 15:00:00+08:00
54026,2024-09-19 15:00:00+08:00
54027,2024-09-19 15:00:00+08:00
54031,2024-09-19 15:00:00+08:00
54039,2024-09-19 15:00:00+08:00
54041,2024-09-19 15:00:00+08:00
54047,2024-09-19 15:00:00+08:00
54049,2024-09-19 15:00:00+08:00
54063,2024-09-19 15:00:00+08:00
54064,2024-09-19 15:00:00+08:00
54065,2024-09-19 15:00:00+08:00
54069,2024-09-19 15:00:00+08:00
54072,2024-09-19 15:00:00+08:00
54076,2024-09-19 15:00:00+08:00
54080,2024-09-19 19:00:00+08:00
54084,2024-09-19 19:00:00+08:00
54092,2024-09-19 19:00:00+08:00
54093,2024-09-19 19:00:00+08:00
54094,2024-09-19 19:00:00+08:00
54096,2024-09-19 19:00:00+08:00
54098,2024-09-19 19:00:00+08:00
54099,2024-09-19 19:00:00+08:00
54102,2024-09-19 15:00:00+08:00
54113,2024-09-19 15:00:00+08:00
54115,2024-09-19 15:00:00+08:00
54117,2024-09-19 15:00:00+08:00
54122,2024-09-19 15:00:00+08:00
54132,2024-09-19 15:00:00+08:00
54134,2024-09-19 15:00:00+08:00
54135,2024-09-19 15:00:00+08:00
54142,2024-09-19 15:00:00+08:00
54154,2024-09-19 15:00:00+08:00
54155,2024-09-19 15:00:00+08:00
54156,2024-09-19 15:00:00+08:00
54157,2024-09-19 15:00:00+08:00
54161,2024-09-19 15:00:00+08:00
54164,2024-09-19 15:00:00+08:00
54165,2024-09-19 15:00:00+08:00
54169,2024-09-19 15:00:00+08:00
54171,2024-09-19 15:00:00+08:00
54172,2024-09-19 15:00:00+08:00
54181,2024-09-19 15:00:00+08:00
54186,2024-09-19 15:00:00+08:00
54187,2024-09-19 15:00:00+08:00
54192,2024-09-19 15:00:00+08:00
54195,2024-09-19 15:00:00+08:00
54204,2024-09-19 15:00:00+08:00
54205,2024-09-19 15:00:00+08:00
54208,2024-09-19 15:00:00+08:00
54213,2024-09-19 15:00:00+08:00
54214,2024-09-19 15:00:00+08:00
54218,2024-09-19 15:00:00+08:00
54223,2024-09-19 15:00:00+08:00
54225,2024-09-19 15:00:00+08:00
54226,2024-09-19 15:00:00+08:00
54231,2024-09-19 15:00:00+08:00
54234,2024-09-19 15:00:00+08:00
54236,2024-09-19 18:00:00+08:00
54237,2024-09-19 18:00:00+08:00
54243,2024-09-19 18:00:00+08:00
54244,2024-09-19 18:00:00+08:00
54245,2024-09-19 18:00:00+08:00
54248,2024-09-19 18:00:00+08:00
54249,2024-09-19 18:00:00+08:00
54252,2024-09-19 18:00:00+08:00
54254,2024-09-19 18:00:00+08:00
54259,2024-09-19 18:00:00+08:00
54260,2024-09-19 15:00:00+08:00
54261,2024-09-19 15:00:00+08:00
54263,2024-09-19 15:00:00+08:00
54266,2024-09-19 15:00:00+08:00
54267,2024-09-19 15:00:00+08:00
54273,2024-09-19 15:00:00+08:00
54274,2024-09-19 15:00:00+08:00
54276,2024-09-19 15:00:00+08:00
54279,2024-09-19 15:00:00+08:00
54284,2024-09-19 15:00:00+08:00
54285,2024-09-19 15:00:00+08:00
54286,2024-09-19 15:00:00+08:00
54287,2024-09-19 15:00:00+08:00
54290,2024-09-19 15:00:00+08:00
54291,2024-09-19 15:00:00+08:00
54292,2024-09-19 15:00:00+08:00
54293,2024-09-19 15:00:00+08:00
54301,2024-09-19 17:00:00+08:00
54304,2024-09-19 17:00:00+08:00
54305,2024-09-19 15:00:00+08:00
54308,2024-09-19 17:00:00+08:00
54311,2024-09-19 17:00:00+08:00
54313,2024-09-19 15:00:00+08:00
54316,2024-09-19 15:00:00+08:00
54318,2024-09-19 17:00:00+08:00
54319,2024-09-19 17:00:00+08:00
54320,2024-09-19 15:00:00+08:00
54321,2024-09-19 18:00:00+08:00
54323,2024-09-19 18:00:00+08:00
54324,2024-09-19 18:00:00+08:00
54325,2024-09-19 19:00:00+08:00
54326,2024-09-19 18:00:00+08:00
54327,2024-09-19 18:00:00+08:00
54328,2024-09-19 18:00:00+08:00
54330,2024-09-19 18:00:00+08:00
54331,2024-09-19 18:00:00+08:00
54332,2024-09-19 18:00:00+08:00
54333,2024-09-19 18:00:00+08:00
54334,2024-09-19 18:00:00+08:00
54335,2024-09-19 18:00:00+08:00
54336,2024-09-19 18:00:00+08:00
54337,2024-09-19 18:00:00+08:00
54338,2024-09-19 18:00:00+08:00
54339,2024-09-19 18:00:00+08:00
54340,2024-09-19 19:00:00+08:00
54342,2024-09-19 18:00:00+08:00
54345,2024-09-19 18:00:00+08:00
54346,2024-09-19 18:00:00+08:00
54347,2024-09-19 19:00:00+08:00
54348,2024-09-19 19:00:00+08:00
54349,2024-09-19 19:00:00+08:00
54351,2024-09-19 19:00:00+08:00
54353,2024-09-19 19:00:00+08:00
54362,2024-09-19 15:00:00+08:00
54363,2024-09-19 15:00:00+08:00
54365,2024-09-19 19:00:00+08:00
54371,2024-09-19 15:00:00+08:00
54374,2024-09-19 15:00:00+08:00
54377,2024-09-19 15:00:00+08:00
54386,2024-09-19 15:00:00+08:00
54398,2024-09-19 15:00:00+08:00
54399,2024-09-19 15:00:00+08:00
54401,2024-09-19 17:00:00+08:00
54404,2024-09-19 17:00:00+08:00
54405,2024-09-19 17:00:00+08:00
54406,2024-09-19 15:00:00+08:00
54408,2024-09-19 17:00:00+08:00
54410,2024-09-19 15:00:00+08:00
54412,2024-09-19 15:00:00+08:00
54416,2024-09-19 15:00:00+08:00
54419,2024-09-19 15:00:00+08:00
54420,2024-09-19 17:00:00+08:00
54421,2024-09-19 15:00:00+08:00
54423,2024-09-19 17:00:00+08:00
54424,2024-09-19 15:00:00+08:00
54425,2024-09-19 17:00:00+08:00
54428,2024-09-19 15:00:00+08:00
54429,2024-09-19 17:00:00+08:00
54430,2024-09-19 17:00:00+08:00
54431,2024-09-19 15:00:00+08:00
54432,2024-09-19 17:00:00+08:00
54433,2024-09-19 15:00:00+08:00
54434,2024-09-19 17:00:00+08:00
54436,2024-09-19 17:00:00+08:00
54437,2024-09-19 17:00:00+08:00
54438,2024-09-19 17:00:00+08:00
54439,2024-09-19 17:00:00+08:00
54449,2024-09-19 17:00:00+08:00
54452,2024-09-19 19:00:00+08:00
54453,2024-09-19 19:00:00+08:00
54454,2024-09-19 18:00:00+08:00
54455,2024-09-19 19:00:00+08:00
54470,2024-09-19 19:00:00+08:00
54471,2024-09-19 19:00:00+08:00
54472,2024-09-19 19:00:00+08:00
54474,2024-09-19 19:00:00+08:00
54475,2024-09-19 19:00:00+08:00
54476,2024-09-19 19:00:00+08:00
54483,2024-09-19 19:00:00+08:00
54486,2024-09-19 19:00:00+08:00
54493,2024-09-19 19:00:00+08:00
54494,2024-09-19 19:00:00+08:00
54497,2024-09-19 19:00:00+08:00
54499,2024-09-19 15:00:00+08:00
54502,2024-09-19 17:00:00+08:00
54503,2024-09-19 17:00:00+08:00
54505,2024-09-19 15:00:00+08:00
54506,2024-09-19 17:00:00+08:00
54507,2024-09-19 17:00:00+08:00
54510,2024-09-19 17:00:00+08:00
54511,2024-09-19 15:00:00+08:00
54512,2024-09-19 17:00:00+08:00
54513,2024-09-19 15:00:00+08:00
54514,2024-09-19 15:00:00+08:00
54515,2024-09-19 17:00:00+08:00
54517,2024-09-19 15:00:00+08:00
54518,2024-09-19 17:00:00+08:00
54519,2024-09-19 17:00:00+08:00
54520,2024-09-19 17:00:00+08:00
54521,2024-09-19 17:00:00+08:00
54522,2024-09-19 17:00:00+08:00
54523,2024-09-19 15:00:00+08:00
54525,2024-09-19 15:00:00+08:00
54526,2024-09-19 15:00:00+08:00
54527,2024-09-19 15:00:00+08:00
54528,2024-09-19 15:00:00+08:00
54529,2024-09-19 16:00:00+08:00
54530,2024-09-19 15:00:00+08:00
54531,2024-09-19 17:00:00+08:00
54532,2024-09-19 17:00:00+08:00
54533,2024-09-19 17:00:00+08:00
54534,2024-09-19 17:00:00+08:00
54535,2024-09-19 17:00:00+08:00
54538,2024-09-19 17:00:00+08:00
54539,2024-09-19 17:00:00+08:00
54540,2024-09-19 17:00:00+08:00
54541,2024-09-19 17:00:00+08:00
54563,2024-09-19 19:00:00+08:00
54565,2024-09-19 19:00:00+08:00
54568,2024-09-19 19:00:00+08:00
54569,2024-09-19 19:00:00+08:00
54575,2024-09-19 19:00:00+08:00
54579,2024-09-19 19:00:00+08:00
54584,2024-09-19 19:00:00+08:00
54590,2024-09-19 19:00:00+08:00
54594,2024-09-19 15:00:00+08:00
54596,2024-09-19 15:00:00+08:00
54597,2024-09-19 15:00:00+08:00
54601,2024-09-19 17:00:00+08:00
54602,2024-09-19 17:00:00+08:00
54603,2024-09-19 17:00:00+08:00
54604,2024-09-19 17:00:00+08:00
54605,2024-09-19 17:00:00+08:00
54606,2024-09-19 17:00:00+08:00
54607,2024-09-19 17:00:00+08:00
54608,2024-09-19 17:00:00+08:00
54609,2024-09-19 17:00:00+08:00
54610,2024-09-19 17:00:00+08:00
54611,2024-09-19 17:00:00+08:00
54612,2024-09-19 17:00:00+08:00
54613,2024-09-19 17:00:00+08:00
54614,2024-09-19 17:00:00+08:00
54615,2024-09-19 17:00:00+08:00
54616,2024-09-19 17:00:00+08:00
54617,2024-09-19 17:00:00+08:00
54618,2024-09-19 17:00:00+08:00
54619,2024-09-19 15:00:00+08:00
54620,2024-09-19 17:00:00+08:00
54621,2024-09-19 17:00:00+08:00
54622,2024-09-19 15:00:00+08:00
54623,2024-09-19 15:00:00+08:00
54624,2024-09-19 17:00:00+08:00
54626,2024-09-19 17:00:00+08:00
54627,2024-09-19 17:00:00+08:00
54628,2024-09-19 17:00:00+08:00
54631,2024-09-19 17:00:00+08:00
54632,2024-09-19 17:00:00+08:00
54633,2024-09-19 17:00:00+08:00
54636,2024-09-19 17:00:00+08:00
54640,2024-09-19 17:00:00+08:00
54644,2024-09-19 17:00:00+08:00
54645,2024-09-19 16:00:00+08:00
54646,2024-09-19 15:00:00+08:00
54660,2024-09-19 19:00:00+08:00
54662,2024-09-19 19:00:00+08:00
54700,2024-09-19 17:00:00+08:00
54701,2024-09-19 17:00:00+08:00
54702,2024-09-19 17:00:00+08:00
54703,2024-09-19 17:00:00+08:00
54704,2024-09-19 17:00:00+08:00
54705,2024-09-19 17:00:00+08:00
54706,2024-09-19 17:00:00+08:00
54707,2024-09-19 17:00:00+08:00
54708,2024-09-19 17:00:00+08:00
54709,2024-09-19 16:00:00+08:00
54710,2024-09-19 17:00:00+08:00
54711,2024-09-19 17:00:00+08:00
54712,2024-09-19 16:00:00+08:00
54713,2024-09-19 17:00:00+08:00
54714,2024-09-19 16:00:00+08:00
54715,2024-09-19 16:00:00+08:00
54716,2024-09-19 16:00:00+08:00
54717,2024-09-19 17:00:00+08:00
54718,2024-09-19 16:00:00+08:00
54719,2024-09-19 17:00:00+08:00
54722,2024-09-19 16:00:00+08:00
54723,2024-09-19 16:00:00+08:00
54724,2024-09-19 16:00:00+08:00
54725,2024-09-19 16:00:00+08:00
54726,2024-09-19 16:00:00+08:00
54727,2024-09-19 16:00:00+08:00
54728,2024-09-19 16:00:00+08:00
54729,2024-09-19 16:00:00+08:00
54730,2024-09-19 16:00:00+08:00
54731,2024-09-19 16:00:00+08:00
54732,2024-09-19 16:00:00+08:00
54734,2024-09-19 16:00:00+08:00
54736,2024-09-19 16:00:00+08:00
54737,2024-09-19 16:00:00+08:00
54738,2024-09-19 16:00:00+08:00
54744,2024-09-19 16:00:00+08:00
54749,2024-09-19 16:00:00+08:00
54751,2024-09-19 16:00:00+08:00
54752,2024-09-19 16:00:00+08:00
54753,2024-09-19 16:00:00+08:00
54755,2024-09-19 16:00:00+08:00
54759,2024-09-19 16:00:00+08:00
54764,2024-09-19 16:00:00+08:00
54765,2024-09-19 16:00:00+08:00
54766,2024-09-19 16:00:00+08:00
54774,2024-09-19 16:00:00+08:00
54776,2024-09-19 16:00:00+08:00
54777,2024-09-19 16:00:00+08:00
54778,2024-09-19 16:00:00+08:00
54800,2024-09-19 17:00:00+08:00
54801,2024-09-19 17:00:00+08:00
54802,2024-09-19 16:00:00+08:00
54803,2024-09-19 16:00:00+08:00
54804,2024-09-19 17:00:00+08:00
54805,2024-09-19 16:00:00+08:00
54806,2024-09-19 16:00:00+08:00
54807,2024-09-19 16:00:00+08:00
54808,2024-09-19 16:00:00+08:00
54809,2024-09-19 17:00:00+08:00
54810,2024-09-19 16:00:00+08:00
54811,2024-09-19 16:00:00+08:00
54812,2024-09-19 16:00:00+08:00
54814,2024-09-19 16:00:00+08:00
54815,2024-09-19 16:00:00+08:00
54816,2024-09-19 16:00:00+08:00
54817,2024-09-19 17:00:00+08:00
54818,2024-09-19 16:00:00+08:00
54819,2024-09-19 16:00:00+08:00
54820,2024-09-19 17:00:00+08:00
54821,2024-09-19 16:00:00+08:00
54822,2024-09-19 16:00:00+08:00
54823,2024-09-19 16:00:00+08:00
54824,2024-09-19 16:00:00+08:00
54825,2024-09-19 16:00:00+08:00
54826,2024-09-19 16:00:00+08:00
54827,2024-09-19 16:00:00+08:00
54828,2024-09-19 16:00:00+08:00
54829,2024-09-19 16:00:00+08:00
54830,2024-09-19 16:00:00+08:00
54831,2024-09-19 16:00:00+08:00
54832,2024-09-19 16:00:00+08:00
54833,2024-09-19 16:00:00+08:00
54834,2024-09-19 16:00:00+08:00
54835,2024-09-19 16:00:00+08:00
54836,2024-09-19 16:00:00+08:00
54837,2024-09-19 16:00:00+08:00
54841,2024-09-19 16:00:00+08:00
54842,2024-09-19 16:00:00+08:00
54843,2024-09-19 16:00:00+08:00
54844,2024-09-19 16:00:00+08:00
54846,2024-09-19 16:00:00+08:00
54848,2024-09-19 16:00:00+08:00
54849,2024-09-19 16:00:00+08:00
54851,2024-09-19 16:00:00+08:00
54852,2024-09-19 16:00:00+08:00
54853,2024-09-19 16:00:00+08:00
54855,2024-09-19 16:00:00+08:00
54857,2024-09-19 16:00:00+08:00
54861,2024-09-19 16:00:00+08:00
54863,2024-09-19 16:00:00+08:00
54871,2024-09-19 16:00:00+08:00
54900,2024-09-19 17:00:00+08:00
54901,2024-09-19 17:00:00+08:00
54902,2024-09-19 17:00:00+08:00
54903,2024-09-19 17:00:00+08:00
54904,2024-09-19 16:00:00+08:00
54905,2024-09-19 16:00:00+08:00
54906,2024-09-19 16:00:00+08:00
54907,2024-09-19 16:00:00+08:00
54908,2024-09-19 16:00:00+08:00
54909,2024-09-19 16:00:00+08:00
54910,2024-09-19 16:00:00+08:00
54911,2024-09-19 16:00:00+08:00
54912,2024-09-19 16:00:00+08:00
54913,2024-09-19 16:00:00+08:00
54914,2024-09-19 16:00:00+08:00
54915,2024-09-19 16:00:00+08:00
54916,2024-09-19 16:00:00+08:00
54917,2024-09-19 16:00:00+08:00
54918,2024-09-19 16:00:00+08:00
54919,2024-09-19 16:00:00+08:00
54920,2024-09-19 16:00:00+08:00
54921,2024-09-19 16:00:00+08:00
54922,2024-09-19 16:00:00+08:00
54923,2024-09-19 16:00:00+08:00
54925,2024-09-19 16:00:00+08:00
54927,2024-09-19 16:00:00+08:00
54929,2024-09-19 16:00:00+08:00
54932,2024-09-19 16:00:00+08:00
54935,2024-09-19 16:00:00+08:00
54936,2024-09-19 16:00:00+08:00
54938,2024-09-19 16:00:00+08:00
54939,2024-09-19 16:00:00+08:00
54940,2024-09-19 16:00:00+08:00
54943,2024-09-19 16:00:00+08:00
54945,2024-09-19 16:00:00+08:00
55228,2024-09-19 18:00:00+08:00
55248,2024-09-19 18:00:00+08:00
55279,2024-09-19 18:00:00+08:00
55294,2024-09-19 18:00:00+08:00
55299,2024-09-19 18:00:00+08:00
55437,2024-09-19 18:00:00+08:00
55472,2024-09-19 18:00:00+08:00
55493,2024-09-19 18:00:00+08:00
55569,2024-09-19 18:00:00+08:00
55572,2024-09-19 18:00:00+08:00
55578,2024-09-19 18:00:00+08:00
55585,2024-09-19 18:00:00+08:00
55589,2024-09-19 18:00:00+08:00
55591,2024-09-19 18:00:00+08:00
55593,2024-09-19 18:00:00+08:00
55597,2024-09-19 18:00:00+08:00
55598,2024-09-19 18:00:00+08:00
55655,2024-09-19 18:00:00+08:00
55664,2024-09-19 18:00:00+08:00
55680,2024-09-19 18:00:00+08:00
55681,2024-09-19 18:00:00+08:00
55690,2024-09-19 18:00:00+08:00
55696,2024-09-19 18:00:00+08:00
55773,2024-09-19 18:00:00+08:00
56004,2024-09-19 19:00:00+08:00
56016,2024-09-19 19:00:00+08:00
56018,2024-09-19 19:00:00+08:00
56021,2024-09-19 19:00:00+08:00
56029,2024-09-19 19:00:00+08:00
56033,2024-09-19 19:00:00+08:00
56034,2024-09-19 19:00:00+08:00
56038,2024-09-19 15:00:00+08:00
56043,2024-09-19 19:00:00+08:00
56045,2024-09-19 19:00:00+08:00
56046,2024-09-19 19:00:00+08:00
56065,2024-09-19 19:00:00+08:00
56067,2024-09-19 19:00:00+08:00
56071,2024-09-19 18:00:00+08:00
56074,2024-09-19 18:00:00+08:00
56079,2024-09-19 15:00:00+08:00
56080,2024-09-19 18:00:00+08:00
56081,2024-09-19 18:00:00+08:00
56082,2024-09-19 18:00:00+08:00
56084,2024-09-19 18:00:00+08:00
56091,2024-09-19 18:00:00+08:00
56092,2024-09-19 18:00:00+08:00
56093,2024-09-19 18:00:00+08:00
56094,2024-09-19 18:00:00+08:00
56095,2024-09-19 18:00:00+08:00
56096,2024-09-19 18:00:00+08:00
56097,2024-09-19 15:00:00+08:00
56106,2024-09-19 18:00:00+08:00
56109,2024-09-19 18:00:00+08:00
56116,2024-09-19 18:00:00+08:00
56125,2024-09-19 19:00:00+08:00
56128,2024-09-19 18:00:00+08:00
56137,2024-09-19 18:00:00+08:00
56144,2024-09-19 15:00:00+08:00
56146,2024-09-19 15:00:00+08:00
56147,2024-09-19 15:00:00+08:00
56151,2024-09-19 19:00:00+08:00
56152,2024-09-19 15:00:00+08:00
56158,2024-09-19 15:00:00+08:00
56164,2024-09-19 15:00:00+08:00
56167,2024-09-19 15:00:00+08:00
56168,2024-09-19 15:00:00+08:00
56171,2024-09-19 15:00:00+08:00
56172,2024-09-19 15:00:00+08:00
56173,2024-09-19 15:00:00+08:00
56178,2024-09-19 15:00:00+08:00
56180,2024-09-19 15:00:00+08:00
56181,2024-09-19 15:00:00+08:00
56182,2024-09-19 15:00:00+08:00
56183,2024-09-19 15:00:00+08:00
56184,2024-09-19 15:00:00+08:00
56185,2024-09-19 15:00:00+08:00
56186,2024-09-19 15:00:00+08:00
56187,2024-09-19 15:00:00+08:00
56188,2024-09-19 15:00:00+08:00
56189,2024-09-19 15:00:00+08:00
56190,2024-09-19 15:00:00+08:00
56192,2024-09-19 18:00:00+08:00
56193,2024-09-19 15:00:00+08:00
56194,2024-09-19 15:00:00+08:00
56195,2024-09-19 15:00:00+08:00
56196,2024-09-19 15:00:00+08:00
56197,2024-09-19 15:00:00+08:00
56198,2024-09-19 15:00:00+08:00
56199,2024-09-19 15:00:00+08:00
56202,2024-09-19 18:00:00+08:00
56223,2024-09-19 18:00:00+08:00
56227,2024-09-19 18:00:00+08:00
56228,2024-09-19 18:00:00+08:00
56247,2024-09-19 15:00:00+08:00
56251,2024-09-19 15:00:00+08:00
56257,2024-09-19 15:00:00+08:00
56263,2024-09-19 15:00:00+08:00
56267,2024-09-19 15:00:00+08:00
56272,2024-09-19 15:00:00+08:00
56273,2024-09-19 15:00:00+08:00
56276,2024-09-19 15:00:00+08:00
56278,2024-09-19 15:00:00+08:00
56279,2024-09-19 15:00:00+08:00
56280,2024-09-19 15:00:00+08:00
56281,2024-09-19 15:00:00+08:00
56284,2024-09-19 15:00:00+08:00
56285,2024-09-19 15:00:00+08:00
56286,2024-09-19 15:00:00+08:00
56287,2024-09-19 15:00:00+08:00
56288,2024-09-19 15:00:00+08:00
56289,2024-09-19 15:00:00+08:00
56290,2024-09-19 15:00:00+08:00
56291,2024-09-19 15:00:00+08:00
56295,2024-09-19 15:00:00+08:00
56296,2024-09-19 15:00:00+08:00
56297,2024-09-19 15:00:00+08:00
56298,2024-09-19 15:00:00+08:00
56307,2024-09-19 18:00:00+08:00
56312,2024-09-19 18:00:00+08:00
56317,2024-09-19 18:00:00+08:00
56319,2024-09-19 18:00:00+08:00
56331,2024-09-19 18:00:00+08:00
56342,2024-09-19 18:00:00+08:00
56357,2024-09-19 15:00:00+08:00
56371,2024-09-19 15:00:00+08:00
56373,2024-09-19 15:00:00+08:00
56374,2024-09-19 15:00:00+08:00
56376,2024-09-19 15:00:00+08:00
56378,2024-09-19 15:00:00+08:00
56380,2024-09-19 15:00:00+08:00
56381,2024-09-19 15:00:00+08:00
56382,2024-09-19 15:00:00+08:00
56383,2024-09-19 15:00:00+08:00
56384,2024-09-19 15:00:00+08:00
56385,2024-09-19 15:00:00+08:00
56386,2024-09-19 15:00:00+08:00
56387,2024-09-19 15:00:00+08:00
56388,2024-09-19 15:00:00+08:00
56389,2024-09-19 15:00:00+08:00
56390,2024-09-19 15:00:00+08:00
56391,2024-09-19 15:00:00+08:00
56393,2024-09-19 15:00:00+08:00
56394,2024-09-19 15:00:00+08:00
56395,2024-09-19 15:00:00+08:00
56396,2024-09-19 15:00:00+08:00
56399,2024-09-19 15:00:00+08:00
56434,2024-09-19 18:00:00+08:00
56441,2024-09-19 15:00:00+08:00
56443,2024-09-19 15:00:00+08:00
56444,2024-09-19 15:00:00+08:00
56449,2024-09-19 14:00:00+08:00
56459,2024-09-19 15:00:00+08:00
56462,2024-09-19 15:00:00+08:00
56473,2024-09-19 15:00:00+08:00
56474,2024-09-19 15:00:00+08:00
56475,2024-09-19 15:00:00+08:00
56478,2024-09-19 15:00:00+08:00
56479,2024-09-19 15:00:00+08:00
56480,2024-09-19 15:00:00+08:00
56483,2024-09-19 15:00:00+08:00
56485,2024-09-19 15:00:00+08:00
56487,2024-09-19 15:00:00+08:00
56489,2024-09-19 15:00:00+08:00
56490,2024-09-19 15:00:00+08:00
56491,2024-09-19 15:00:00+08:00
56492,2024-09-19 15:00:00+08:00
56493,2024-09-19 15:00:00+08:00
56494,2024-09-19 15:00:00+08:00
56496,2024-09-19 15:00:00+08:00
56497,2024-09-19 15:00:00+08:00
56498,2024-09-19 15:00:00+08:00
56499,2024-09-19 15:00:00+08:00
56533,2024-09-19 15:00:00+08:00
56543,2024-09-19 15:00:00+08:00
56548,2024-09-19 15:00:00+08:00
56565,2024-09-19 15:00:00+08:00
56567,2024-09-19 15:00:00+08:00
56569,2024-09-19 15:00:00+08:00
56571,2024-09-19 15:00:00+08:00
56575,2024-09-19 15:00:00+08:00
56578,2024-09-19 15:00:00+08:00
56580,2024-09-19 15:00:00+08:00
56582,2024-09-19 15:00:00+08:00
56584,2024-09-19 15:00:00+08:00
56585,2024-09-19 15:00:00+08:00
56586,2024-09-19 15:00:00+08:00
56592,2024-09-19 15:00:00+08:00
56593,2024-09-19 15:00:00+08:00
56594,2024-09-19 15:00:00+08:00
56595,2024-09-19 15:00:00+08:00
56596,2024-09-19 15:00:00+08:00
56598,2024-09-19 18:00:00+08:00
56641,2024-09-19 15:00:00+08:00
56643,2024-09-19 15:00:00+08:00
56645,2024-09-19 15:00:00+08:00
56646,2024-09-19 15:00:00+08:00
56649,2024-09-19 15:00:00+08:00
56651,2024-09-19 15:00:00+08:00
56652,2024-09-19 15:00:00+08:00
56654,2024-09-19 15:00:00+08:00
56664,2024-09-19 15:00:00+08:00
56665,2024-09-19 15:00:00+08:00
56666,2024-09-19 15:00:00+08:00
56669,2024-09-19 15:00:00+08:00
56670,2024-09-19 15:00:00+08:00
56671,2024-09-19 15:00:00+08:00
56673,2024-09-19 15:00:00+08:00
56674,2024-09-19 15:00:00+08:00
56675,2024-09-19 15:00:00+08:00
56684,2024-09-19 15:00:00+08:00
56688,2024-09-19 15:00:00+08:00
56691,2024-09-19 18:00:00+08:00
56693,2024-09-19 18:00:00+08:00
56697,2024-09-19 15:00:00+08:00
56739,2024-09-19 15:00:00+08:00
56742,2024-09-19 15:00:00+08:00
